State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Karnataka,Bangalore,CinepolisSjrSpectrum,Tamil,07:30,Vip,350₹,14,0
Karnataka,Bangalore,CinepolisSjrSpectrum,Tamil,07:30,Normal,180₹,51,0
Karnataka,Bangalore,CinepolisSjrSpectrum,Tamil,07:30,Premium,180₹,70,0
Karnataka,Bangalore,CinepolisSjrSpectrum,Tamil,07:30,Executive,180₹,91,0
Karnataka,Bangalore,PvrVegaBannerghattaRoad,Tamil,07:30,Recliner,330₹,26,26
Karnataka,Bangalore,PvrVegaBannerghattaRoad,Tamil,07:30,Prime,200₹,117,117
Karnataka,Bangalore,PvrVegaBannerghattaRoad,Tamil,07:30,Classic,190₹,144,144
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,07:40,Vip,300₹,7,2
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,07:40,Normal,180₹,44,0
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,07:40,Premium,180₹,76,2
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,07:40,Executive,180₹,170,0
Karnataka,Bangalore,FunCinemaSigmaMall,Tamil,07:40,Executive,180₹,348,0
Karnataka,Bangalore,FunCinemaSigmaMall,Tamil,07:40,Normal,160₹,82,0
Karnataka,Bangalore,PvrForumMallKoramangala,Tamil,07:50,Recliner,350₹,16,0
Karnataka,Bangalore,PvrForumMallKoramangala,Tamil,07:50,Lounger,210₹,12,0
Karnataka,Bangalore,PvrForumMallKoramangala,Tamil,07:50,Classic,200₹,202,0
TamilNadu,Thiruppatur,Idreams,Tamil,08:00,Premium,140₹,175,111
TamilNadu,Thiruppatur,Idreams,Tamil,08:00,FirstClass,130₹,259,9
TamilNadu,Thiruppatur,Idreams,Tamil,08:00,SecondClass,100₹,107,5
TamilNadu,Thiruppatur,Idreams,Tamil,08:00,ThirdClass,50₹,41,41
TamilNadu,Thiruppatur,KamalaCinemas,Tamil,08:15,Lounge1,152₹,21,7
TamilNadu,Thiruppatur,KamalaCinemas,Tamil,08:15,Lounge2,152₹,21,7
TamilNadu,Thiruppatur,KamalaCinemas,Tamil,08:15,CoupleSeat,152₹,8,6
TamilNadu,Thiruppatur,KamalaCinemas,Tamil,08:15,Elite,118₹,512,92
TamilNadu,Thiruppatur,KamalaCinemas,Tamil,08:15,Premium,60₹,38,3
TamilNadu,Chidambaram,LenaCinemas4KDolbyAtmosRgbLaser,Tamil,08:30,BoxAa,190₹,18,0
TamilNadu,Chidambaram,LenaCinemas4KDolbyAtmosRgbLaser,Tamil,08:30,ElitePremium,190₹,21,0
TamilNadu,Chidambaram,LenaCinemas4KDolbyAtmosRgbLaser,Tamil,08:30,Elite,190₹,461,52
TamilNadu,Chidambaram,VaduganathanCinemas4KDolbyAtmos,Tamil,08:30,Elite,190₹,498,63
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,08:30,Vip,350₹,6,0
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,08:30,Normal,230₹,24,0
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,08:30,Premium,230₹,79,0
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,08:30,Executive,230₹,24,0
Karnataka,Bangalore,PvrPhoenixMarketcityMallWhitefieldRoad,Tamil,08:30,Recliner,330₹,14,0
Karnataka,Bangalore,PvrPhoenixMarketcityMallWhitefieldRoad,Tamil,08:30,Prime,210₹,10,0
Karnataka,Bangalore,PvrPhoenixMarketcityMallWhitefieldRoad,Tamil,08:30,Classic,190₹,120,0
Karnataka,Bangalore,PvrVegaGoldBannerghattaRoad,Tamil,08:30,GoldPrime,600₹,14,0
Karnataka,Bangalore,PvrVegaGoldBannerghattaRoad,Tamil,08:30,Gold,500₹,24,0
Karnataka,Bangalore,PvrMsrElementsMallTanisandhraMainRoad,Tamil,08:30,Classic,150₹,95,6
AndhraPradesh,Vijayawada,CinepolisPowerOneMall,Telugu,08:30,Normal,147₹,34,0
AndhraPradesh,Vijayawada,CinepolisPowerOneMall,Telugu,08:30,Premium,147₹,178,4
AndhraPradesh,Vijayawada,CinepolisPowerOneMall,Telugu,08:30,Executive,147₹,73,0
AndhraPradesh,Vijayawada,CinepolisPvpSquare,Telugu,08:30,Vip,295₹,11,0
AndhraPradesh,Vijayawada,CinepolisPvpSquare,Telugu,08:30,Normal,177₹,264,11
Karnataka,Bangalore,PvrPhoenixMarketcityMallWhitefieldRoad,Tamil,08:30,Recliner,330₹,14,0
Karnataka,Bangalore,PvrPhoenixMarketcityMallWhitefieldRoad,Tamil,08:30,Prime,210₹,10,1
Karnataka,Bangalore,PvrPhoenixMarketcityMallWhitefieldRoad,Tamil,08:30,Classic,190₹,139,0
Karnataka,Bangalore,PvrVaishnaviSapphireMallYashwantpur,Tamil,08:50,Recliner,400₹,14,0
Karnataka,Bangalore,PvrVaishnaviSapphireMallYashwantpur,Tamil,08:50,Classic,200₹,125,0
Karnataka,Bangalore,PvrVaishnaviSapphireMallYashwantpur,Tamil,08:50,Prime,200₹,40,4
Karnataka,Bangalore,PvrOrionUptownBangalore,Tamil,08:50,Recliner,350₹,12,1
Karnataka,Bangalore,PvrOrionUptownBangalore,Tamil,08:50,Classic,180₹,154,1
Karnataka,Bangalore,SandhyaDigital4KAtmosMadivala,Tamil,09:00,Gold,200₹,520,3
Karnataka,Bangalore,SandhyaDigital4KAtmosMadivala,Tamil,09:00,Silver,150₹,185,0
Karnataka,Bangalore,PvrCentralSpiritMallBellandur,Tamil,09:00,Recliner,330₹,17,3
Karnataka,Bangalore,PvrCentralSpiritMallBellandur,Tamil,09:00,Prime,210₹,42,3
Karnataka,Bangalore,PvrCentralSpiritMallBellandur,Tamil,09:00,Classic,190₹,144,0
Karnataka,Bangalore,PvrForumMallKoramangala,Tamil,09:00,Recliner,350₹,12,0
Karnataka,Bangalore,PvrForumMallKoramangala,Tamil,09:00,Classic,200₹,147,5
Karnataka,Bangalore,PvrGoldOrionMallDrRajkumarRoad,Tamil,09:00,GoldPrime,600₹,8,0
Karnataka,Bangalore,PvrGoldOrionMallDrRajkumarRoad,Tamil,09:00,Gold,500₹,36,0
Karnataka,Bangalore,PvrVegaBannerghattaRoad,Tamil,09:00,Recliner,330₹,12,1
Karnataka,Bangalore,PvrVegaBannerghattaRoad,Tamil,09:00,Classic,190₹,135,2
Telangana,Hyderabad,PlatinumCinemasGachibowli,Telugu,09:00,PlatinumPremiumRecliner,350₹,18,0
Telangana,Hyderabad,PlatinumCinemasGachibowli,Telugu,09:00,PlatinumRecliners,350₹,40,0
Karnataka,Mysore,PvrGarudaMallAlbertVictorRoad,Tamil,09:00,Prime,220₹,24,0
Karnataka,Mysore,PvrGarudaMallAlbertVictorRoad,Tamil,09:00,Classic,190₹,240,0
Kerala,Kochi,PvrLuluGoldKochi,Tamil,09:00,Gold,400₹,56,56
Kerala,Kodungallur,CarnivalMughalMallStarNagar,Tamil,09:00,ExecutiveOffline,100₹,166,28
Kerala,Kariyad,CarnivalCinemasKariyad,Tamil,09:00,GoldLounge,270₹,32,0
Kerala,Kariyad,CarnivalCinemasKariyad,Tamil,09:00,ExecutiveOffline,140₹,96,0
Karnataka,Bangalore,PvrCentralSpiritMallBellandur,Tamil,09:00,Recliner,330₹,17,3
Karnataka,Bangalore,PvrCentralSpiritMallBellandur,Tamil,09:00,Prime,210₹,42,5
Karnataka,Bangalore,PvrCentralSpiritMallBellandur,Tamil,09:00,Classic,190₹,144,2
Kerala,Kochi,PvrLuluKochi,Tamil,09:05,Recliner,350₹,13,1
Kerala,Kochi,PvrLuluKochi,Tamil,09:05,Prime,190₹,143,10
Kerala,Kochi,PvrLuluKochi,Tamil,09:05,ClassicPlus,160₹,133,4
Kerala,Kochi,PvrLuluKochi,Tamil,09:05,Classic,140₹,57,0
Kerala,Kochi,PvrOberonMallErnakulam,Tamil,09:05,ClassicPlus,140₹,141,22
Kerala,Kochi,PvrOberonMallErnakulam,Tamil,09:05,Classic,110₹,36,0
Karnataka,Bangalore,PvrMsrElementsMallTanisandhraMainRoad,Tamil,09:05,Recliner,330₹,11,0
Karnataka,Bangalore,PvrMsrElementsMallTanisandhraMainRoad,Tamil,09:05,Prime,170₹,19,2
Karnataka,Bangalore,PvrMsrElementsMallTanisandhraMainRoad,Tamil,09:05,Classic,150₹,75,7
Karnataka,Mangalore,PvrForumFizaMallPandeshwar,Tamil,09:05,Recliner,350₹,12,0
Karnataka,Mangalore,PvrForumFizaMallPandeshwar,Tamil,09:05,Classic,180₹,126,0
Karnataka,Mangalore,PvrForumFizaMallPandeshwar,Tamil,09:05,Prime,180₹,32,3
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,09:10,Vip,350₹,8,0
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,09:10,Normal,230₹,24,0
Karnataka,Bangalore,CinepolisForumShantiniketan,Tamil,09:10,Premium,230₹,64,0
