State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Punjab,Firozpur,SilverBirdCinemas,Punjabi,09:45,Box,400₹,20,0
Punjab,Firozpur,SilverBirdCinemas,Punjabi,09:45,Gold,120₹,194,64
Punjab,Amritsar,PvrSctAmritsar,Punjabi,10:00,Recliner,149₹,30,0
Punjab,Amritsar,PvrSctAmritsar,Punjabi,10:00,Classic,99₹,79,0
Punjab,Amritsar,PvrSctAmritsar,Punjabi,10:00,Prime,99₹,61,4
Punjab,Amritsar,InoxTriliumMallCircularRoad,Punjabi,10:40,Normal,112₹,163,3
Punjab,Patiala,MoviemaxOmaxeMallPatialaSrsEarlier,Punjabi,10:50,Platinum,150₹,229,4
Punjab,Patiala,MoviemaxOmaxeMallPatialaSrsEarlier,Punjabi,10:50,Gold,150₹,79,0
Punjab,Ludhiana,PvrPavilionMallLudhiana,Punjabi,11:30,Prime,149₹,8,2
Punjab,Ludhiana,PvrPavilionMallLudhiana,Punjabi,11:30,Classic,99₹,117,0
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,12:00,Recliner,149₹,8,1
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,12:00,Prime,99₹,14,1
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,12:00,Classic,99₹,170,0
Punjab,Jalandhar,PvrCuroJalandhar,Punjabi,12:15,Prime,149₹,52,5
Punjab,Jalandhar,PvrCuroJalandhar,Punjabi,12:15,Classic,99₹,27,0
Punjab,Jalandhar,PvrCuroJalandhar,Punjabi,12:15,ClassicPlus,99₹,27,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,12:30,Platinum,160₹,100,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,12:30,Gold,110₹,60,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,12:30,Silver,110₹,60,0
Punjab,Patiala,MoviemaxOmaxeMallPatialaSrsEarlier,Punjabi,12:50,Platinum,110₹,229,13
Punjab,Patiala,MoviemaxOmaxeMallPatialaSrsEarlier,Punjabi,12:50,Gold,100₹,64,0
Punjab,Amritsar,InoxTriliumMallCircularRoad,Punjabi,13:15,Normal,150₹,163,2
Chandigarh,Chandigarh,PvrElanteMallChandigarh,Punjabi,13:50,Recliner,550₹,26,0
Chandigarh,Chandigarh,PvrElanteMallChandigarh,Punjabi,13:50,Classic,180₹,157,22
Punjab,Pathankot,PvrNoveltyMallPathankot,Punjabi,14:30,PrimePlus,170₹,82,6
Punjab,Pathankot,PvrNoveltyMallPathankot,Punjabi,14:30,Prime,150₹,90,5
Punjab,Pathankot,PvrNoveltyMallPathankot,Punjabi,14:30,Classic,130₹,70,0
Punjab,Ludhiana,PvrPavilionMallLudhiana,Punjabi,14:30,Prime,149₹,8,4
Punjab,Ludhiana,PvrPavilionMallLudhiana,Punjabi,14:30,Classic,99₹,117,2
Punjab,Rupnagar,RitzMultiplexRupnagar,Punjabi,14:35,GoldClass,200₹,17,0
Punjab,Rupnagar,RitzMultiplexRupnagar,Punjabi,14:35,Silver1Class,150₹,95,38
Punjab,Rupnagar,RitzMultiplexRupnagar,Punjabi,14:35,NormalC,120₹,34,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,14:45,Platinum,160₹,70,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,14:45,Gold,110₹,51,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,14:45,Silver,110₹,34,0
Punjab,Amritsar,InoxTriliumMallCircularRoad,Punjabi,14:50,Normal,150₹,155,0
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,15:00,Recliner,149₹,8,6
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,15:00,Prime,99₹,14,8
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,15:00,Classic,99₹,170,0
Punjab,Jalandhar,PvrMbdNeopolisMallJalandhar,Punjabi,15:05,Recliner,380₹,11,2
Punjab,Jalandhar,PvrMbdNeopolisMallJalandhar,Punjabi,15:05,Prime,265₹,11,0
Punjab,Jalandhar,PvrMbdNeopolisMallJalandhar,Punjabi,15:05,ClassicPlus,175₹,144,19
Punjab,Jalandhar,PvrMbdNeopolisMallJalandhar,Punjabi,15:05,Classic,150₹,90,0
Punjab,Firozpur,SilverBirdCinemas,Punjabi,15:10,Box,400₹,20,0
Punjab,Firozpur,SilverBirdCinemas,Punjabi,15:10,Gold,120₹,194,64
Punjab,Batala,SolitaireCinemasBatala,Punjabi,15:15,SolitaireClassic,230₹,49,0
Punjab,Batala,SolitaireCinemasBatala,Punjabi,15:15,Gold,200₹,48,0
Punjab,Batala,SolitaireCinemasBatala,Punjabi,15:15,Silver,170₹,20,0
Punjab,Amritsar,InoxTriliumMallCircularRoad,Punjabi,15:20,SkyBox,350₹,34,1
Punjab,Jalandhar,InoxJalandharRelianceMallJalandhar,Punjabi,15:40,RoyaleRecliners,400₹,38,0
Punjab,Jalandhar,InoxJalandharRelianceMallJalandhar,Punjabi,15:40,Royale,270₹,40,0
Punjab,Jalandhar,InoxJalandharRelianceMallJalandhar,Punjabi,15:40,Club,170₹,140,2
Punjab,Jalandhar,InoxJalandharRelianceMallJalandhar,Punjabi,15:40,Executive,150₹,50,0
Punjab,Bathinda,FunCinemaMittalCityMall,Punjabi,15:45,Premium,190₹,184,14
Punjab,Bathinda,FunCinemaMittalCityMall,Punjabi,15:45,Executive,180₹,120,1
Punjab,Bathinda,FunCinemaMittalCityMall,Punjabi,15:45,Normal,170₹,80,0
Punjab,Amritsar,PvrSctAmritsar,Punjabi,16:05,Recliner,149₹,30,2
Punjab,Amritsar,PvrSctAmritsar,Punjabi,16:05,Classic,99₹,79,0
Punjab,Amritsar,PvrSctAmritsar,Punjabi,16:05,Prime,99₹,61,0
Punjab,Mohali,CinepolisBestechSquareMall,Punjabi,16:10,Vip,300₹,9,0
Punjab,Mohali,CinepolisBestechSquareMall,Punjabi,16:10,Premium,180₹,30,9
Punjab,Mohali,CinepolisBestechSquareMall,Punjabi,16:10,Executive,160₹,59,10
Punjab,Mohali,CinepolisBestechSquareMall,Punjabi,16:10,Normal,140₹,22,0
Punjab,Ludhiana,PvrPavilionMallLudhiana,Punjabi,17:30,Prime,149₹,8,0
Punjab,Ludhiana,PvrPavilionMallLudhiana,Punjabi,17:30,Classic,99₹,117,5
Punjab,Ludhiana,PvrFlamezMallGurudevNagar,Punjabi,17:35,Prime,149₹,25,0
Punjab,Ludhiana,PvrFlamezMallGurudevNagar,Punjabi,17:35,Classic,99₹,115,0
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,18:00,Recliner,149₹,8,8
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,18:00,Prime,99₹,14,2
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,18:00,Classic,99₹,170,0
Punjab,Jalandhar,PvrCuroJalandhar,Punjabi,18:20,Prime,149₹,52,5
Punjab,Jalandhar,PvrCuroJalandhar,Punjabi,18:20,Classic,99₹,27,0
Punjab,Jalandhar,PvrCuroJalandhar,Punjabi,18:20,ClassicPlus,99₹,27,6
Punjab,Firozpur,SilverBirdCinemas,Punjabi,18:20,Box,400₹,20,0
Punjab,Firozpur,SilverBirdCinemas,Punjabi,18:20,Gold,120₹,194,64
Punjab,Ludhiana,CinepolisMbdNeopolisMall,Punjabi,18:35,Vip,450₹,14,0
Punjab,Ludhiana,CinepolisMbdNeopolisMall,Punjabi,18:35,Premium,190₹,106,0
Punjab,Ludhiana,CinepolisMbdNeopolisMall,Punjabi,18:35,Executive,180₹,68,0
Punjab,Ludhiana,CinepolisMbdNeopolisMall,Punjabi,18:35,Normal,170₹,51,0
Punjab,Amritsar,CinepolisMallOfAmritsar,Punjabi,18:55,Vip,320₹,7,0
Punjab,Amritsar,CinepolisMallOfAmritsar,Punjabi,18:55,Executive,160₹,39,0
Punjab,Amritsar,CinepolisMallOfAmritsar,Punjabi,18:55,Normal,150₹,39,0
Punjab,Amritsar,CinepolisMallOfAmritsar,Punjabi,18:55,Vip,320₹,6,0
Punjab,Amritsar,CinepolisMallOfAmritsar,Punjabi,18:55,Executive,160₹,39,3
Punjab,Amritsar,CinepolisMallOfAmritsar,Punjabi,18:55,Normal,150₹,39,0
Punjab,Hoshiarpur,MirajCinemasJsEminentMallHoshiarpur,Punjabi,19:00,Special,100₹,36,0
Punjab,Hoshiarpur,MirajCinemasJsEminentMallHoshiarpur,Punjabi,19:00,Executive,100₹,97,8
Punjab,Amritsar,InoxTriliumMallCircularRoad,Punjabi,19:05,Normal,150₹,163,0
Punjab,Ludhiana,SolitaireCinemasLudhiana,Punjabi,19:15,VipClass,200₹,20,0
Punjab,Ludhiana,SolitaireCinemasLudhiana,Punjabi,19:15,GoldClass,180₹,127,0
Punjab,Ludhiana,SolitaireCinemasLudhiana,Punjabi,19:15,SilverClass,160₹,60,0
Haryana,Karnal,MovietimeSuperMallKarnal,Punjabi,19:20,Gold,180₹,126,2
Haryana,Karnal,MovietimeSuperMallKarnal,Punjabi,19:20,Silver,180₹,56,0
Haryana,Karnal,MovietimeSuperMallKarnal,Punjabi,19:20,Normal,180₹,31,0
Punjab,Batala,SolitaireCinemasBatala,Punjabi,19:30,SolitaireClassic,230₹,78,0
Punjab,Batala,SolitaireCinemasBatala,Punjabi,19:30,Gold,200₹,75,0
Punjab,Batala,SolitaireCinemasBatala,Punjabi,19:30,Silver,170₹,30,0
Punjab,Bathinda,FunCinemaMittalCityMall,Punjabi,19:30,Premium,190₹,59,0
Punjab,Bathinda,FunCinemaMittalCityMall,Punjabi,19:30,Executive,180₹,39,0
Punjab,Bathinda,FunCinemaMittalCityMall,Punjabi,19:30,Normal,170₹,38,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,19:45,Platinum,160₹,70,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,19:45,Gold,110₹,51,0
Punjab,Mullanpur,4GNovaCinemazMullanpurMandiRoad,Punjabi,19:45,Silver,110₹,34,0
Chandigarh,Chandigarh,PvrElanteMallChandigarh,Punjabi,19:55,Recliner,550₹,26,0
Chandigarh,Chandigarh,PvrElanteMallChandigarh,Punjabi,19:55,Classic,180₹,157,9
Punjab,Mohali,CinepolisBestechSquareMall,Punjabi,20:00,Vip,300₹,10,2
Punjab,Mohali,CinepolisBestechSquareMall,Punjabi,20:00,Premium,200₹,38,6
Punjab,Mohali,CinepolisBestechSquareMall,Punjabi,20:00,Executive,180₹,69,8
Punjab,Mohali,CinepolisBestechSquareMall,Punjabi,20:00,Normal,160₹,26,5
Punjab,Ludhiana,PvrPavilionMallLudhiana,Punjabi,20:30,Prime,149₹,8,0
Punjab,Ludhiana,PvrPavilionMallLudhiana,Punjabi,20:30,Classic,99₹,117,5
Punjab,Patiala,MoviemaxOmaxeMallPatialaSrsEarlier,Punjabi,20:50,Platinum,110₹,217,0
Punjab,Patiala,MoviemaxOmaxeMallPatialaSrsEarlier,Punjabi,20:50,Gold,100₹,46,0
Punjab,Pathankot,PvrNoveltyMallPathankot,Punjabi,21:00,PrimePlus,170₹,82,0
Punjab,Pathankot,PvrNoveltyMallPathankot,Punjabi,21:00,Prime,150₹,90,0
Punjab,Pathankot,PvrNoveltyMallPathankot,Punjabi,21:00,Classic,130₹,70,0
Punjab,Firozpur,SilverBirdCinemas,Punjabi,21:00,Box,400₹,20,0
Punjab,Firozpur,SilverBirdCinemas,Punjabi,21:00,Gold,120₹,194,64
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,21:00,Recliner,149₹,8,3
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,21:00,Prime,99₹,14,2
Punjab,Ludhiana,PvrSilverArcMallGurdevNagar,Punjabi,21:00,Classic,99₹,170,0
Punjab,Jalandhar,PvrMbdNeopolisMallJalandhar,Punjabi,21:05,Recliner,340₹,11,2
Punjab,Jalandhar,PvrMbdNeopolisMallJalandhar,Punjabi,21:05,Prime,220₹,11,0
Punjab,Jalandhar,PvrMbdNeopolisMallJalandhar,Punjabi,21:05,ClassicPlus,150₹,144,0
Punjab,Jalandhar,PvrMbdNeopolisMallJalandhar,Punjabi,21:05,Classic,130₹,90,0
Punjab,Amritsar,InoxTriliumMallCircularRoad,Punjabi,22:00,Normal,150₹,163,0
Punjab,Amritsar,PvrSctAmritsar,Punjabi,22:10,Recliner,149₹,30,0
Punjab,Amritsar,PvrSctAmritsar,Punjabi,22:10,Classic,99₹,79,0
Punjab,Amritsar,PvrSctAmritsar,Punjabi,22:10,Prime,99₹,61,0
Punjab,Amritsar,CinepolisMallOfAmritsar,Punjabi,22:20,Executive,160₹,140,0
Punjab,Amritsar,CinepolisMallOfAmritsar,Punjabi,22:20,Normal,150₹,101,0
